,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__B,lot_shape_symm_B,lot_shape_L_B,lot_shape_R_B,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,Block,Feedback,GameID,Rate,LotShapeB,LotShapeA,BEAST_pred,Cogprior_pred,Rational_pred,DiffCogpriorHuman,DiffHumanBEAST,DiffCogpriorBEAST,DiffCogpriorRational,choices_cog_prior_pred,nn_diff
128,16.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,50.0,0.4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.600000000000001,24.004999479275146,-15.0,34.0,9.5,0.0625,1.0,-0.197,-0.18379999999999996,-0.018799999999999983,0.0,0.0,0.0,4.600000000000001,4.600000000000001,0.0,4,1,26,0.5968,0,0,0.5756000000000107,0.5770563,1.0,-0.01974371128082275,0.02119999999998934,0.0014562887191665874,-0.42294371128082275,0.48958632,-0.087469965
129,16.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,50.0,0.4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.600000000000001,24.004999479275146,-15.0,34.0,9.5,0.0625,1.0,-0.197,-0.18379999999999996,-0.018799999999999983,0.0,0.0,0.0,4.600000000000001,4.600000000000001,0.0,5,1,26,0.5456,0,0,0.5818800000000106,0.5859693,1.0,0.040369328880310085,-0.03628000000001064,0.004089328880299448,-0.41403067111968994,0.48985133,-0.096118
130,16.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,48.0,0.4,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.8000000000000007,23.077261535979524,-15.0,34.0,19.75,0.0625,1.0,-0.18660000000000004,-0.197,0.4998,0.0,0.0,0.0,3.8000000000000007,3.8000000000000007,0.0,1,0,27,0.504,2,0,0.5672800000000142,0.5889132,1.0,0.0849132022857666,-0.06328000000001421,0.021633202285752384,-0.4110867977142334,0.47340727,-0.115505934
131,16.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,48.0,0.4,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.8000000000000007,23.077261535979524,-15.0,34.0,19.75,0.0625,1.0,-0.18660000000000004,-0.197,0.4998,0.0,0.0,0.0,3.8000000000000007,3.8000000000000007,0.0,2,1,27,0.568,2,0,0.529840000000007,0.56024086,1.0,-0.007759135246276805,0.03815999999999298,0.030400864753716172,-0.43975913524627686,0.50648636,-0.05375451
132,16.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,48.0,0.4,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.8000000000000007,23.077261535979524,-15.0,34.0,19.75,0.0625,1.0,-0.18660000000000004,-0.197,0.4998,0.0,0.0,0.0,3.8000000000000007,3.8000000000000007,0.0,3,1,27,0.6,2,0,0.5637600000000106,0.5767757,1.0,-0.023224270343780495,0.03623999999998939,0.013015729656208896,-0.4232242703437805,0.51378,-0.06299573
133,16.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,48.0,0.4,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.8000000000000007,23.077261535979524,-15.0,34.0,19.75,0.0625,1.0,-0.18660000000000004,-0.197,0.4998,0.0,0.0,0.0,3.8000000000000007,3.8000000000000007,0.0,4,1,27,0.5776,2,0,0.5687600000000108,0.57280624,1.0,-0.004793760871887209,0.00883999999998919,0.0040462391281019805,-0.4271937608718872,0.51867884,-0.054127395
134,16.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,48.0,0.4,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.8000000000000007,23.077261535979524,-15.0,34.0,19.75,0.0625,1.0,-0.18660000000000004,-0.197,0.4998,0.0,0.0,0.0,3.8000000000000007,3.8000000000000007,0.0,5,1,27,0.5728,2,0,0.5750800000000099,0.57805824,1.0,0.005258242797851587,-0.0022800000000099407,0.002978242797841646,-0.42194175720214844,0.52508193,-0.05297631
135,6.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.5,1.5,0.0,3.0,1.5,1.0,1.0,0.5033,-0.004599999999999993,0.4869,0.0,0.004599999999999993,1.0,1.5,1.5,0.0,1,0,28,0.9088,0,0,0.9999999999999224,0.8984299,1.0,-0.010370129394531302,-0.09119999999992234,-0.10157012939445365,-0.10157012939453125,0.66969925,-0.22873062
136,6.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.5,1.5,0.0,3.0,1.5,1.0,1.0,0.5033,-0.004599999999999993,0.4869,0.0,0.004599999999999993,1.0,1.5,1.5,0.0,2,1,28,0.8656,0,0,0.7100000000000046,0.8221644,1.0,-0.04343558368682865,0.1555999999999954,0.11216441631316676,-0.1778355836868286,0.6915717,-0.1305927
137,6.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.5,1.5,0.0,3.0,1.5,1.0,1.0,0.5033,-0.004599999999999993,0.4869,0.0,0.004599999999999993,1.0,1.5,1.5,0.0,3,1,28,0.8256,0,0,0.6749200000000077,0.83075416,1.0,0.00515416088104248,0.15067999999999226,0.15583416088103474,-0.16924583911895752,0.70805967,-0.12269449
138,6.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.5,1.5,0.0,3.0,1.5,1.0,1.0,0.5033,-0.004599999999999993,0.4869,0.0,0.004599999999999993,1.0,1.5,1.5,0.0,4,1,28,0.8464,0,0,0.6841600000000103,0.8208631,1.0,-0.025536872291564983,0.16223999999998973,0.13670312770842474,-0.17913687229156494,0.69652057,-0.12434256
139,6.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.5,1.5,0.0,3.0,1.5,1.0,1.0,0.5033,-0.004599999999999993,0.4869,0.0,0.004599999999999993,1.0,1.5,1.5,0.0,5,1,28,0.8432,0,0,0.6872800000000102,0.8170794,1.0,-0.026120575141906688,0.15591999999998973,0.12979942485808305,-0.18292057514190674,0.6573563,-0.1597231
140,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,29,0.9664,0,0,0.9999999999999224,0.9970224,1.0,0.03062239036560055,-0.03359999999992236,-0.0029776096343218095,-0.002977609634399414,0.82216793,-0.17485446
141,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2,1,29,0.9824,0,0,0.9999999999999224,0.99739236,1.0,0.014992356395721385,-0.017599999999922344,-0.00260764360420096,-0.0026076436042785645,0.81542003,-0.18197232
142,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3,1,29,0.9904,0,0,0.9999999999999224,0.9973999,1.0,0.006999926185607963,-0.009599999999922448,-0.0026000738143144853,-0.00260007381439209,0.80341023,-0.1939897
143,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4,1,29,0.9888,0,0,0.9999999999999224,0.9972502,1.0,0.008450199317932117,-0.011199999999922383,-0.0027498006819902665,-0.002749800682067871,0.78678393,-0.21046627
144,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5,1,29,0.9952,0,0,0.9999999999999224,0.9971878,1.0,0.0019877932548523214,-0.004799999999922422,-0.0028122067450701005,-0.002812206745147705,0.7617586,-0.23542917
145,6.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.4984,0.4983,0.5021,0.0,0.0,1.0,1.0,1.0,0.0,1,0,30,0.9424,0,0,0.9999999999999224,0.89744794,1.0,-0.04495205631256105,-0.05759999999992238,-0.10255205631248343,-0.10255205631256104,0.55608714,-0.3413608
146,6.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.4984,0.4983,0.5021,0.0,0.0,1.0,1.0,1.0,0.0,2,1,30,0.9648,0,0,0.9999999999999224,0.9037013,1.0,-0.061098694610595694,-0.035199999999922404,-0.0962986946105181,-0.0962986946105957,0.5670978,-0.33660352
147,6.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.4984,0.4983,0.5021,0.0,0.0,1.0,1.0,1.0,0.0,3,1,30,0.9632,0,0,0.9999999999999224,0.9055021,1.0,-0.05769791908264155,-0.03679999999992245,-0.094497919082564,-0.0944979190826416,0.5597759,-0.3457262
148,6.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.4984,0.4983,0.5021,0.0,0.0,1.0,1.0,1.0,0.0,4,1,30,0.976,0,0,0.9999999999999224,0.90429723,1.0,-0.07170276737213133,-0.023999999999922417,-0.09570276737205374,-0.09570276737213135,0.57383835,-0.33045888
149,6.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.4984,0.4983,0.5021,0.0,0.0,1.0,1.0,1.0,0.0,5,1,30,0.9792,0,0,0.9999999999999224,0.8926376,1.0,-0.08656238956451412,-0.020799999999922436,-0.10736238956443656,-0.10736238956451416,0.5333732,-0.35926443
150,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,40.0,0.6,-44.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.3999999999999986,41.15142767875739,-48.0,36.0,-6.0,0.0,1.0,-0.28099999999999997,0.18120000000000003,-0.0018000000000000238,-0.6432,-0.4024,0.0,-18.0,-7.800000000000001,-67.2,1,0,31,0.23209876543209876,0,0,0.2556000000000072,0.3020757,1.0,0.06997694844081079,-0.023501234567908452,0.046475713872902336,-0.6979242861270905,0.3742379,0.07216218
151,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,40.0,0.6,-44.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.3999999999999986,41.15142767875739,-48.0,36.0,-6.0,0.0,1.0,-0.28099999999999997,0.18120000000000003,-0.0018000000000000238,-0.6432,-0.4024,0.0,-18.0,-7.800000000000001,-67.2,2,1,31,0.30864197530864196,0,0,0.3901600000000068,0.38502005,1.0,0.0763780721175818,-0.08151802469136482,-0.005139952573783024,-0.6149799525737762,0.3740562,-0.010963857
152,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,40.0,0.6,-44.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.3999999999999986,41.15142767875739,-48.0,36.0,-6.0,0.0,1.0,-0.28099999999999997,0.18120000000000003,-0.0018000000000000238,-0.6432,-0.4024,0.0,-18.0,-7.800000000000001,-67.2,3,1,31,0.3432098765432099,0,0,0.4388000000000068,0.39550146,1.0,0.05229158806212153,-0.0955901234567969,-0.043298535394675375,-0.6044985353946686,0.37597603,-0.019525439
153,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,40.0,0.6,-44.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.3999999999999986,41.15142767875739,-48.0,36.0,-6.0,0.0,1.0,-0.28099999999999997,0.18120000000000003,-0.0018000000000000238,-0.6432,-0.4024,0.0,-18.0,-7.800000000000001,-67.2,4,1,31,0.4074074074074074,0,0,0.4556000000000073,0.4160396,1.0,0.008632178659792322,-0.04819259259259989,-0.03956041393280757,-0.5839604139328003,0.38027537,-0.035764217
154,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,40.0,0.6,-44.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.3999999999999986,41.15142767875739,-48.0,36.0,-6.0,0.0,1.0,-0.28099999999999997,0.18120000000000003,-0.0018000000000000238,-0.6432,-0.4024,0.0,-18.0,-7.800000000000001,-67.2,5,1,31,0.3654320987654321,0,0,0.4707600000000093,0.43000317,1.0,0.06457106743329838,-0.10532790123457719,-0.04075683380127881,-0.5699968338012695,0.38916177,-0.0408414
155,24.0,0.75,-4.0,1.0,0.0,0.0,0.0,1.0,82.0,0.25,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.75,22.083647796503186,7.0,58.0,32.5,0.0,1.0,0.004999999999999949,-0.13020000000000004,1.0,0.2502,0.2431,0.0,5.75,5.75,43.0,1,0,32,0.6814814814814815,0,0,0.7860400000000062,0.70858413,1.0,0.027102648328851786,-0.10455851851852471,-0.07745587018967293,-0.29141587018966675,0.5153045,-0.19327962
156,24.0,0.75,-4.0,1.0,0.0,0.0,0.0,1.0,82.0,0.25,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.75,22.083647796503186,7.0,58.0,32.5,0.0,1.0,0.004999999999999949,-0.13020000000000004,1.0,0.2502,0.2431,0.0,5.75,5.75,43.0,2,1,32,0.6839506172839506,0,0,0.6668400000000062,0.65158224,1.0,-0.03236837622560096,0.017110617283944363,-0.015257758941656596,-0.3484177589416504,0.53824,-0.113342226
157,24.0,0.75,-4.0,1.0,0.0,0.0,0.0,1.0,82.0,0.25,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.75,22.083647796503186,7.0,58.0,32.5,0.0,1.0,0.004999999999999949,-0.13020000000000004,1.0,0.2502,0.2431,0.0,5.75,5.75,43.0,3,1,32,0.674074074074074,0,0,0.6396000000000112,0.639916,1.0,-0.03415807132367732,0.03447407407406289,0.0003160027503855689,-0.36008399724960327,0.5358894,-0.104026616
158,24.0,0.75,-4.0,1.0,0.0,0.0,0.0,1.0,82.0,0.25,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.75,22.083647796503186,7.0,58.0,32.5,0.0,1.0,0.004999999999999949,-0.13020000000000004,1.0,0.2502,0.2431,0.0,5.75,5.75,43.0,4,1,32,0.6691358024691358,0,0,0.6306400000000105,0.6193081,1.0,-0.049827688417316995,0.03849580246912532,-0.011331885948191678,-0.38069188594818115,0.54187226,-0.07743585
159,24.0,0.75,-4.0,1.0,0.0,0.0,0.0,1.0,82.0,0.25,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.75,22.083647796503186,7.0,58.0,32.5,0.0,1.0,0.004999999999999949,-0.13020000000000004,1.0,0.2502,0.2431,0.0,5.75,5.75,43.0,5,1,32,0.6864197530864198,0,0,0.6176000000000137,0.6056953,1.0,-0.08072444583162852,0.06881975308640609,-0.011904692745222434,-0.39430469274520874,0.5421834,-0.06351191
160,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,14.0,0.4,-22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.599999999999999,17.636326148038883,-19.0,17.0,-1.0,0.13636363636363635,1.0,-0.2138,-0.2138,-0.00019999999999997797,0.4062,0.3923,0.0,-4.599999999999999,-4.599999999999999,28.8,1,0,33,0.32592592592592595,0,0,0.3376000000000093,0.29187083,0.0,-0.03405509348268865,-0.01167407407408333,-0.04572916755677198,0.2918708324432373,0.5643462,0.27247536
161,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,14.0,0.4,-22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.599999999999999,17.636326148038883,-19.0,17.0,-1.0,0.13636363636363635,1.0,-0.2138,-0.2138,-0.00019999999999997797,0.4062,0.3923,0.0,-4.599999999999999,-4.599999999999999,28.8,2,1,33,0.27901234567901234,0,0,0.3358400000000074,0.29439878,0.0,0.01538643895843883,-0.05682765432099507,-0.04144121536255624,0.29439878463745117,0.59559405,0.30119526
162,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,14.0,0.4,-22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.599999999999999,17.636326148038883,-19.0,17.0,-1.0,0.13636363636363635,1.0,-0.2138,-0.2138,-0.00019999999999997797,0.4062,0.3923,0.0,-4.599999999999999,-4.599999999999999,28.8,3,1,33,0.30617283950617286,0,0,0.3180000000000069,0.28965914,0.0,-0.016513697011971196,-0.011827160493834032,-0.028340857505805228,0.28965914249420166,0.59294766,0.30328852
163,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,14.0,0.4,-22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.599999999999999,17.636326148038883,-19.0,17.0,-1.0,0.13636363636363635,1.0,-0.2138,-0.2138,-0.00019999999999997797,0.4062,0.3923,0.0,-4.599999999999999,-4.599999999999999,28.8,4,1,33,0.24691358024691357,0,0,0.3096400000000061,0.2870426,0.0,0.04012900774861561,-0.06272641975309251,-0.022597412004476902,0.2870425879955292,0.59752405,0.31048146
164,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,14.0,0.4,-22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.599999999999999,17.636326148038883,-19.0,17.0,-1.0,0.13636363636363635,1.0,-0.2138,-0.2138,-0.00019999999999997797,0.4062,0.3923,0.0,-4.599999999999999,-4.599999999999999,28.8,5,1,33,0.21975308641975308,0,0,0.3102400000000067,0.26948023,0.0,0.049727142004319186,-0.0904869135802536,-0.04075977157593441,0.26948022842407227,0.6062015,0.3367213
165,7.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,27.0,0.1,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-0.6999999999999993,6.903622237637283,-3.0,21.0,14.25,0.5714285714285714,1.0,-0.802,-0.8131999999999999,0.4958,0.0,0.0,0.0,-0.6999999999999993,-0.6999999999999993,0.0,1,0,34,0.38765432098765434,1,0,0.4690000000000117,0.53826374,0.0,0.15060941716771065,-0.08134567901235734,0.0692637381553533,0.538263738155365,0.46593067,-0.07233307
166,7.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,27.0,0.1,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-0.6999999999999993,6.903622237637283,-3.0,21.0,14.25,0.5714285714285714,1.0,-0.802,-0.8131999999999999,0.4958,0.0,0.0,0.0,-0.6999999999999993,-0.6999999999999993,0.0,2,1,34,0.4469135802469136,1,0,0.4058400000000091,0.47622845,0.0,0.029314865521442746,0.041073580246904495,0.07038844576834724,0.4762284457683563,0.4397693,-0.036459148
167,7.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,27.0,0.1,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-0.6999999999999993,6.903622237637283,-3.0,21.0,14.25,0.5714285714285714,1.0,-0.802,-0.8131999999999999,0.4958,0.0,0.0,0.0,-0.6999999999999993,-0.6999999999999993,0.0,3,1,34,0.4271604938271605,1,0,0.3703200000000101,0.45450473,0.0,0.02734423449010026,0.056840493827150396,0.08418472831725066,0.45450472831726074,0.4491307,-0.0053740144
168,7.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,27.0,0.1,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-0.6999999999999993,6.903622237637283,-3.0,21.0,14.25,0.5714285714285714,1.0,-0.802,-0.8131999999999999,0.4958,0.0,0.0,0.0,-0.6999999999999993,-0.6999999999999993,0.0,4,1,34,0.4123456790123457,1,0,0.3593200000000093,0.43801504,0.0,0.02566936472315845,0.0530256790123364,0.07869504373549485,0.43801504373550415,0.4549816,0.016966552
169,7.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,27.0,0.1,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-0.6999999999999993,6.903622237637283,-3.0,21.0,14.25,0.5714285714285714,1.0,-0.802,-0.8131999999999999,0.4958,0.0,0.0,0.0,-0.6999999999999993,-0.6999999999999993,0.0,5,1,34,0.4024691358024691,1,0,0.3562800000000084,0.43517798,0.0,0.03270884605101598,0.0461891358024607,0.07889798185347668,0.4351779818534851,0.46049288,0.025314897
170,-5.0,1.0,-5.0,1.0,0.0,0.0,0.0,1.0,47.0,0.01,-15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.379999999999999,6.168922110061043,-10.0,52.0,21.0,0.3333333333333333,1.0,-0.9814,-0.9790000000000001,-0.005800000000000027,0.0087,0.0092,0.0,-9.379999999999999,-9.379999999999999,1.240000000000002,1,0,35,0.17530864197530865,0,0,0.2415200000000066,0.18337578,0.0,0.008067133838747742,-0.06621135802469794,-0.058144224185950194,0.1833757758140564,0.45382273,0.27044696
171,-5.0,1.0,-5.0,1.0,0.0,0.0,0.0,1.0,47.0,0.01,-15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.379999999999999,6.168922110061043,-10.0,52.0,21.0,0.3333333333333333,1.0,-0.9814,-0.9790000000000001,-0.005800000000000027,0.0087,0.0092,0.0,-9.379999999999999,-9.379999999999999,1.240000000000002,2,1,35,0.08888888888888889,0,0,0.1704000000000018,0.13395536,0.0,0.04506647057003445,-0.08151111111111291,-0.03644464054107846,0.13395535945892334,0.44882065,0.3148653
172,-5.0,1.0,-5.0,1.0,0.0,0.0,0.0,1.0,47.0,0.01,-15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.379999999999999,6.168922110061043,-10.0,52.0,21.0,0.3333333333333333,1.0,-0.9814,-0.9790000000000001,-0.005800000000000027,0.0087,0.0092,0.0,-9.379999999999999,-9.379999999999999,1.240000000000002,3,1,35,0.04197530864197531,0,0,0.1273199999999965,0.10038334,0.0,0.05840803267043314,-0.08534469135802118,-0.026936658687588044,0.10038334131240845,0.43872154,0.3383382
173,-5.0,1.0,-5.0,1.0,0.0,0.0,0.0,1.0,47.0,0.01,-15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.379999999999999,6.168922110061043,-10.0,52.0,21.0,0.3333333333333333,1.0,-0.9814,-0.9790000000000001,-0.005800000000000027,0.0087,0.0092,0.0,-9.379999999999999,-9.379999999999999,1.240000000000002,4,1,35,0.027160493827160494,0,0,0.1145599999999966,0.09518939,0.0,0.06802889873952042,-0.0873995061728361,-0.019370607433315687,0.09518939256668091,0.4366992,0.34150982
174,-5.0,1.0,-5.0,1.0,0.0,0.0,0.0,1.0,47.0,0.01,-15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.379999999999999,6.168922110061043,-10.0,52.0,21.0,0.3333333333333333,1.0,-0.9814,-0.9790000000000001,-0.005800000000000027,0.0087,0.0092,0.0,-9.379999999999999,-9.379999999999999,1.240000000000002,5,1,35,0.04938271604938271,0,0,0.1058399999999969,0.0850046,0.0,0.03562188185291526,-0.05645728395061418,-0.02083540209769892,0.08500459790229797,0.43985686,0.35485226
175,28.0,1.0,28.0,1.0,0.0,0.0,0.0,1.0,88.0,0.6,-46.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.399999999999999,65.67373904385224,-74.0,64.0,27.0,0.0,1.0,0.20880000000000004,0.19839999999999997,0.5132000000000001,-0.3879,-0.395,0.0,6.399999999999999,6.399999999999999,-110.4,1,0,36,0.3925925925925926,3,0,0.4166800000000123,0.44079238,1.0,0.04819978917086565,-0.024087407407419714,0.024112381763445934,-0.5592076182365417,0.4432729,0.002480507
176,28.0,1.0,28.0,1.0,0.0,0.0,0.0,1.0,88.0,0.6,-46.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.399999999999999,65.67373904385224,-74.0,64.0,27.0,0.0,1.0,0.20880000000000004,0.19839999999999997,0.5132000000000001,-0.3879,-0.395,0.0,6.399999999999999,6.399999999999999,-110.4,2,1,36,0.5456790123456791,3,0,0.4935200000000063,0.5041928,1.0,-0.04148618321359898,0.05215901234567277,0.010672829132073791,-0.4958071708679199,0.456841,-0.047351837
177,28.0,1.0,28.0,1.0,0.0,0.0,0.0,1.0,88.0,0.6,-46.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.399999999999999,65.67373904385224,-74.0,64.0,27.0,0.0,1.0,0.20880000000000004,0.19839999999999997,0.5132000000000001,-0.3879,-0.395,0.0,6.399999999999999,6.399999999999999,-110.4,3,1,36,0.5580246913580247,3,0,0.520920000000008,0.516202,1.0,-0.0418227183965989,0.03710469135801664,-0.004718027038582262,-0.4837980270385742,0.4592096,-0.05699238
178,28.0,1.0,28.0,1.0,0.0,0.0,0.0,1.0,88.0,0.6,-46.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.399999999999999,65.67373904385224,-74.0,64.0,27.0,0.0,1.0,0.20880000000000004,0.19839999999999997,0.5132000000000001,-0.3879,-0.395,0.0,6.399999999999999,6.399999999999999,-110.4,4,1,36,0.6024691358024692,3,0,0.5259200000000107,0.5268692,1.0,-0.07559995798417085,0.07654913580245848,0.0009491778182876276,-0.47313082218170166,0.46211827,-0.06475091
179,28.0,1.0,28.0,1.0,0.0,0.0,0.0,1.0,88.0,0.6,-46.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.399999999999999,65.67373904385224,-74.0,64.0,27.0,0.0,1.0,0.20880000000000004,0.19839999999999997,0.5132000000000001,-0.3879,-0.395,0.0,6.399999999999999,6.399999999999999,-110.4,5,1,36,0.5679012345679012,3,0,0.5328800000000119,0.52479625,1.0,-0.0431049870856014,0.0350212345678893,-0.008083752517712095,-0.4752037525177002,0.46340778,-0.061388463
180,23.0,0.9,0.0,1.0,0.0,0.0,0.0,1.0,64.0,0.4,-7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7000000000000028,27.88275434752113,-7.0,41.0,17.0,0.0,1.0,-0.17920000000000003,-0.20340000000000003,0.008599999999999997,-0.6029,-0.5544,0.0,0.7000000000000028,0.7000000000000028,-78.1,1,0,37,0.3802469135802469,0,0,0.4005200000000133,0.37653747,1.0,-0.0037094415705881123,-0.020273086419766384,-0.023982527990354496,-0.6234625279903412,0.31692976,-0.059607714
